##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
myoblast differentiation	Gene Ontology	GO:0045445	1	18	0.0685878640332	0.0962397296381	LGALS1	http://amigo.geneontology.org/amigo/term/GO:0045445
peptidoglycan binding	Gene Ontology	GO:0042834	1	18	0.0685878640332	0.0962397296381	PGLYRP1	http://amigo.geneontology.org/amigo/term/GO:0042834
positive regulation of histone acetylation	Gene Ontology	GO:0035066	1	18	0.0685878640332	0.0962397296381	IL1B	http://amigo.geneontology.org/amigo/term/GO:0035066
response to fatty acid	Gene Ontology	GO:0070542	1	18	0.0685878640332	0.0962397296381	CD36	http://amigo.geneontology.org/amigo/term/GO:0070542
antioxidant activity	Gene Ontology	GO:0016209	1	18	0.0685878640332	0.0962397296381	FABP1	http://amigo.geneontology.org/amigo/term/GO:0016209
response to bacterium	Gene Ontology	GO:0009617	2	115	0.0710963087934	0.0994684646946	FIGF|C3	http://amigo.geneontology.org/amigo/term/GO:0009617
negative regulation of cell migration	Gene Ontology	GO:0030336	2	115	0.0710963087934	0.0994684646946	ENG|MIF	http://amigo.geneontology.org/amigo/term/GO:0030336
glucose homeostasis	Gene Ontology	GO:0042593	2	115	0.0710963087934	0.0994684646946	LEP|FAM3B	http://amigo.geneontology.org/amigo/term/GO:0042593
nitric oxide mediated signal transduction	Gene Ontology	GO:0007263	1	19	0.0720654009627	0.099661379186	CD36	http://amigo.geneontology.org/amigo/term/GO:0007263
core promoter sequence-specific DNA binding	Gene Ontology	GO:0001046	1	19	0.0720654009627	0.099661379186	MMP12	http://amigo.geneontology.org/amigo/term/GO:0001046
androgen receptor signaling pathway	Gene Ontology	GO:0030521	1	19	0.0720654009627	0.099661379186	AR	http://amigo.geneontology.org/amigo/term/GO:0030521
osteoblast development	Gene Ontology	GO:0002076	1	19	0.0720654009627	0.099661379186	PTHLH	http://amigo.geneontology.org/amigo/term/GO:0002076
negative regulation of interleukin-10 production	Gene Ontology	GO:0032693	1	19	0.0720654009627	0.099661379186	MMP8	http://amigo.geneontology.org/amigo/term/GO:0032693
regulation of protein localization to plasma membrane	Gene Ontology	GO:1903076	1	19	0.0720654009627	0.099661379186	AR	http://amigo.geneontology.org/amigo/term/GO:1903076
cell-substrate adhesion	Gene Ontology	GO:0031589	1	19	0.0720654009627	0.099661379186	ITGAV	http://amigo.geneontology.org/amigo/term/GO:0031589
anchored component of external side of plasma membrane	Gene Ontology	GO:0031362	1	19	0.0720654009627	0.099661379186	CD24	http://amigo.geneontology.org/amigo/term/GO:0031362
negative regulation of cell-matrix adhesion	Gene Ontology	GO:0001953	1	19	0.0720654009627	0.099661379186	THBS1	http://amigo.geneontology.org/amigo/term/GO:0001953
lipoprotein metabolic process	Gene Ontology	GO:0042157	1	19	0.0720654009627	0.099661379186	LRP1	http://amigo.geneontology.org/amigo/term/GO:0042157
cholesterol transport	Gene Ontology	GO:0030301	1	19	0.0720654009627	0.099661379186	CD36	http://amigo.geneontology.org/amigo/term/GO:0030301
neuron fate commitment	Gene Ontology	GO:0048663	1	19	0.0720654009627	0.099661379186	NRG1	http://amigo.geneontology.org/amigo/term/GO:0048663
neuron projection development	Gene Ontology	GO:0031175	2	116	0.0721507077901	0.099721842813	LYN|F3	http://amigo.geneontology.org/amigo/term/GO:0031175
oocyte maturation	Gene Ontology	GO:0001556	1	20	0.0755300420959	0.103438629895	ANG	http://amigo.geneontology.org/amigo/term/GO:0001556
regulation of myelination	Gene Ontology	GO:0031641	1	20	0.0755300420959	0.103438629895	TNFRSF1B	http://amigo.geneontology.org/amigo/term/GO:0031641
negative regulation of protein secretion	Gene Ontology	GO:0050709	1	20	0.0755300420959	0.103438629895	IL12A	http://amigo.geneontology.org/amigo/term/GO:0050709
positive regulation of protein export from nucleus	Gene Ontology	GO:0046827	1	20	0.0755300420959	0.103438629895	IL1B	http://amigo.geneontology.org/amigo/term/GO:0046827
cellular response to platelet-derived growth factor stimulus	Gene Ontology	GO:0036120	1	20	0.0755300420959	0.103438629895	PDGFRB	http://amigo.geneontology.org/amigo/term/GO:0036120
estrogen metabolic process	Gene Ontology	GO:0008210	1	20	0.0755300420959	0.103438629895	PDGFRA	http://amigo.geneontology.org/amigo/term/GO:0008210
positive regulation of cholesterol efflux	Gene Ontology	GO:0010875	1	20	0.0755300420959	0.103438629895	LRP1	http://amigo.geneontology.org/amigo/term/GO:0010875
signal transduction involved in regulation of gene expression	Gene Ontology	GO:0023019	1	20	0.0755300420959	0.103438629895	PDGFRA	http://amigo.geneontology.org/amigo/term/GO:0023019
positive regulation of CREB transcription factor activity	Gene Ontology	GO:0032793	1	20	0.0755300420959	0.103438629895	CD200	http://amigo.geneontology.org/amigo/term/GO:0032793
positive regulation of proteolysis	Gene Ontology	GO:0045862	1	20	0.0755300420959	0.103438629895	FADD	http://amigo.geneontology.org/amigo/term/GO:0045862
lysosomal transport	Gene Ontology	GO:0007041	1	20	0.0755300420959	0.103438629895	LRP1	http://amigo.geneontology.org/amigo/term/GO:0007041
prostaglandin metabolic process	Gene Ontology	GO:0006693	1	20	0.0755300420959	0.103438629895	TNFRSF1A	http://amigo.geneontology.org/amigo/term/GO:0006693
axonal fasciculation	Gene Ontology	GO:0007413	1	20	0.0755300420959	0.103438629895	EPHB2	http://amigo.geneontology.org/amigo/term/GO:0007413
regulation of neuron death	Gene Ontology	GO:1901214	1	21	0.0789818349284	0.106823711313	CCL5	http://amigo.geneontology.org/amigo/term/GO:1901214
negative regulation of axonogenesis	Gene Ontology	GO:0050771	1	21	0.0789818349284	0.106823711313	EPHB2	http://amigo.geneontology.org/amigo/term/GO:0050771
MHC class I protein binding	Gene Ontology	GO:0042288	1	21	0.0789818349284	0.106823711313	CD244	http://amigo.geneontology.org/amigo/term/GO:0042288
positive regulation of dendrite morphogenesis	Gene Ontology	GO:0050775	1	21	0.0789818349284	0.106823711313	PTPRD	http://amigo.geneontology.org/amigo/term/GO:0050775
nucleotide-binding oligomerization domain containing signaling pathway	Gene Ontology	GO:0070423	1	21	0.0789818349284	0.106823711313	CCK	http://amigo.geneontology.org/amigo/term/GO:0070423
cartilage condensation	Gene Ontology	GO:0001502	1	21	0.0789818349284	0.106823711313	FGF4	http://amigo.geneontology.org/amigo/term/GO:0001502
positive regulation of endocytosis	Gene Ontology	GO:0045807	1	21	0.0789818349284	0.106823711313	LRP1	http://amigo.geneontology.org/amigo/term/GO:0045807
B cell homeostasis	Gene Ontology	GO:0001782	1	21	0.0789818349284	0.106823711313	LYN	http://amigo.geneontology.org/amigo/term/GO:0001782
dopaminergic neuron differentiation	Gene Ontology	GO:0071542	1	21	0.0789818349284	0.106823711313	FIGF	http://amigo.geneontology.org/amigo/term/GO:0071542
cell adhesion mediated by integrin	Gene Ontology	GO:0033627	1	21	0.0789818349284	0.106823711313	ITGAV	http://amigo.geneontology.org/amigo/term/GO:0033627
ribonuclease activity	Gene Ontology	GO:0004540	1	21	0.0789818349284	0.106823711313	ANG	http://amigo.geneontology.org/amigo/term/GO:0004540
positive regulation of cytokine production involved in inflammatory response	Gene Ontology	GO:1900017	1	21	0.0789818349284	0.106823711313	IL17B	http://amigo.geneontology.org/amigo/term/GO:1900017
cGMP-mediated signaling	Gene Ontology	GO:0019934	1	21	0.0789818349284	0.106823711313	CD36	http://amigo.geneontology.org/amigo/term/GO:0019934
cardiac muscle cell differentiation	Gene Ontology	GO:0055007	1	21	0.0789818349284	0.106823711313	NRG1	http://amigo.geneontology.org/amigo/term/GO:0055007
regulation of postsynapse organization	Gene Ontology	GO:0099175	1	21	0.0789818349284	0.106823711313	EPHA7	http://amigo.geneontology.org/amigo/term/GO:0099175
regulation of smoothened signaling pathway	Gene Ontology	GO:0008589	1	21	0.0789818349284	0.106823711313	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0008589
intracellular anatomical structure	Gene Ontology	GO:0005622	2	123	0.0796710095493	0.107695085062	FRK|LGALS1	http://amigo.geneontology.org/amigo/term/GO:0005622
actin binding	Gene Ontology	GO:0003779	3	266	0.0800349859381	0.108126138749	CEACAM1|ANG|TNNC2	http://amigo.geneontology.org/amigo/term/GO:0003779
early endosome	Gene Ontology	GO:0005769	3	267	0.0807229840921	0.108989106798	LRP1|ACKR2|NTRK2	http://amigo.geneontology.org/amigo/term/GO:0005769
natural killer cell activation	Gene Ontology	GO:0030101	1	22	0.0824208267815	0.110293048338	IL21R	http://amigo.geneontology.org/amigo/term/GO:0030101
calcium-mediated signaling using intracellular calcium source	Gene Ontology	GO:0035584	1	22	0.0824208267815	0.110293048338	SELP	http://amigo.geneontology.org/amigo/term/GO:0035584
regulation of phosphatidylinositol 3-kinase signaling	Gene Ontology	GO:0014066	1	22	0.0824208267815	0.110293048338	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0014066
regulation of cell size	Gene Ontology	GO:0008361	1	22	0.0824208267815	0.110293048338	IL7R	http://amigo.geneontology.org/amigo/term/GO:0008361
negative regulation of proteolysis	Gene Ontology	GO:0045861	1	22	0.0824208267815	0.110293048338	PLAT	http://amigo.geneontology.org/amigo/term/GO:0045861
steroid hormone receptor activity	Gene Ontology	GO:0003707	1	22	0.0824208267815	0.110293048338	TEC	http://amigo.geneontology.org/amigo/term/GO:0003707
branching morphogenesis of an epithelial tube	Gene Ontology	GO:0048754	1	22	0.0824208267815	0.110293048338	BMP7	http://amigo.geneontology.org/amigo/term/GO:0048754
positive regulation of myoblast differentiation	Gene Ontology	GO:0045663	1	22	0.0824208267815	0.110293048338	TNFSF14	http://amigo.geneontology.org/amigo/term/GO:0045663
negative regulation of cell cycle arrest	Gene Ontology	GO:0071157	1	22	0.0824208267815	0.110293048338	MIF	http://amigo.geneontology.org/amigo/term/GO:0071157
mammary gland development	Gene Ontology	GO:0030879	1	22	0.0824208267815	0.110293048338	NRG1	http://amigo.geneontology.org/amigo/term/GO:0030879
lamellipodium membrane	Gene Ontology	GO:0031258	1	22	0.0824208267815	0.110293048338	ITGAV	http://amigo.geneontology.org/amigo/term/GO:0031258
positive regulation of translational initiation	Gene Ontology	GO:0045948	1	22	0.0824208267815	0.110293048338	CCL5	http://amigo.geneontology.org/amigo/term/GO:0045948
iron ion binding	Gene Ontology	GO:0005506	2	127	0.084073462595	0.112441808869	LTF|LCN2	http://amigo.geneontology.org/amigo/term/GO:0005506
developmental growth	Gene Ontology	GO:0048589	1	23	0.0858470648038	0.1134847086	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:0048589
regulation of transforming growth factor beta receptor signaling pathway	Gene Ontology	GO:0017015	1	23	0.0858470648038	0.1134847086	ENG	http://amigo.geneontology.org/amigo/term/GO:0017015
regulation of mitotic nuclear division	Gene Ontology	GO:0007088	1	23	0.0858470648038	0.1134847086	CUL9	http://amigo.geneontology.org/amigo/term/GO:0007088
positive regulation of interferon-alpha production	Gene Ontology	GO:0032727	1	23	0.0858470648038	0.1134847086	CCK	http://amigo.geneontology.org/amigo/term/GO:0032727
melanosome organization	Gene Ontology	GO:0032438	1	23	0.0858470648038	0.1134847086	CFD	http://amigo.geneontology.org/amigo/term/GO:0032438
positive regulation of epidermal growth factor receptor signaling pathway	Gene Ontology	GO:0045742	1	23	0.0858470648038	0.1134847086	MMP9	http://amigo.geneontology.org/amigo/term/GO:0045742
negative regulation of intrinsic apoptotic signaling pathway	Gene Ontology	GO:2001243	1	23	0.0858470648038	0.1134847086	MMP9	http://amigo.geneontology.org/amigo/term/GO:2001243
transcription coactivator binding	Gene Ontology	GO:0001223	1	23	0.0858470648038	0.1134847086	TEC	http://amigo.geneontology.org/amigo/term/GO:0001223
positive regulation of oligodendrocyte differentiation	Gene Ontology	GO:0048714	1	23	0.0858470648038	0.1134847086	TNFRSF1B	http://amigo.geneontology.org/amigo/term/GO:0048714
cell projection assembly	Gene Ontology	GO:0030031	1	23	0.0858470648038	0.1134847086	PDGFA	http://amigo.geneontology.org/amigo/term/GO:0030031
negative regulation of T cell receptor signaling pathway	Gene Ontology	GO:0050860	1	23	0.0858470648038	0.1134847086	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0050860
bone resorption	Gene Ontology	GO:0045453	1	23	0.0858470648038	0.1134847086	PTH	http://amigo.geneontology.org/amigo/term/GO:0045453
negative regulation of myoblast differentiation	Gene Ontology	GO:0045662	1	23	0.0858470648038	0.1134847086	CXCL10	http://amigo.geneontology.org/amigo/term/GO:0045662
artery morphogenesis	Gene Ontology	GO:0048844	1	23	0.0858470648038	0.1134847086	ENG	http://amigo.geneontology.org/amigo/term/GO:0048844
response to interferon-gamma	Gene Ontology	GO:0034341	1	23	0.0858470648038	0.1134847086	CD40	http://amigo.geneontology.org/amigo/term/GO:0034341
positive regulation of long-term synaptic potentiation	Gene Ontology	GO:1900273	1	23	0.0858470648038	0.1134847086	EPHB2	http://amigo.geneontology.org/amigo/term/GO:1900273
protein-containing complex assembly	Gene Ontology	GO:0065003	2	129	0.0863020682548	0.114023338664	IL2RB|CD40	http://amigo.geneontology.org/amigo/term/GO:0065003
cell cycle arrest	Gene Ontology	GO:0007050	2	130	0.0874230452477	0.115377249589	IL12A|THBS1	http://amigo.geneontology.org/amigo/term/GO:0007050
-	Gene Ontology	GO:0042535	1	24	0.0892605959714	0.116456424994	THBS1	http://amigo.geneontology.org/amigo/term/GO:0042535
positive regulation of insulin receptor signaling pathway	Gene Ontology	GO:0046628	1	24	0.0892605959714	0.116456424994	LEP	http://amigo.geneontology.org/amigo/term/GO:0046628
fibroblast growth factor receptor binding	Gene Ontology	GO:0005104	1	24	0.0892605959714	0.116456424994	FGF4	http://amigo.geneontology.org/amigo/term/GO:0005104
negative regulation of NIK/NF-kappaB signaling	Gene Ontology	GO:1901223	1	24	0.0892605959714	0.116456424994	BMP7	http://amigo.geneontology.org/amigo/term/GO:1901223
endocrine pancreas development	Gene Ontology	GO:0031018	1	24	0.0892605959714	0.116456424994	IL6R	http://amigo.geneontology.org/amigo/term/GO:0031018
low-density lipoprotein particle clearance	Gene Ontology	GO:0034383	1	24	0.0892605959714	0.116456424994	CD36	http://amigo.geneontology.org/amigo/term/GO:0034383
regulation of cell morphogenesis	Gene Ontology	GO:0022604	1	24	0.0892605959714	0.116456424994	SPARC	http://amigo.geneontology.org/amigo/term/GO:0022604
glucose transmembrane transport	Gene Ontology	GO:1904659	1	24	0.0892605959714	0.116456424994	PPBP	http://amigo.geneontology.org/amigo/term/GO:1904659
lipid storage	Gene Ontology	GO:0019915	1	24	0.0892605959714	0.116456424994	CD36	http://amigo.geneontology.org/amigo/term/GO:0019915
membrane organization	Gene Ontology	GO:0061024	2	133	0.0908120967433	0.118351852169	IL7R|BTC	http://amigo.geneontology.org/amigo/term/GO:0061024
ventricular cardiac muscle tissue morphogenesis	Gene Ontology	GO:0055010	1	25	0.0926614670884	0.119979588595	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0055010
fatty acid binding	Gene Ontology	GO:0005504	1	25	0.0926614670884	0.119979588595	FABP1	http://amigo.geneontology.org/amigo/term/GO:0005504
positive regulation of innate immune response	Gene Ontology	GO:0045089	1	25	0.0926614670884	0.119979588595	CCL5	http://amigo.geneontology.org/amigo/term/GO:0045089
cysteine-type endopeptidase inhibitor activity involved in apoptotic process	Gene Ontology	GO:0043027	1	25	0.0926614670884	0.119979588595	TNFSF14	http://amigo.geneontology.org/amigo/term/GO:0043027
intrinsic apoptotic signaling pathway	Gene Ontology	GO:0097193	1	25	0.0926614670884	0.119979588595	CD24	http://amigo.geneontology.org/amigo/term/GO:0097193
cell-cell contact zone	Gene Ontology	GO:0044291	1	25	0.0926614670884	0.119979588595	FGFRL1	http://amigo.geneontology.org/amigo/term/GO:0044291
-	Gene Ontology	GO:1904469	1	25	0.0926614670884	0.119979588595	MMP8	http://amigo.geneontology.org/amigo/term/GO:1904469
cell aging	Gene Ontology	GO:0007569	1	25	0.0926614670884	0.119979588595	MIF	http://amigo.geneontology.org/amigo/term/GO:0007569
synaptic membrane adhesion	Gene Ontology	GO:0099560	1	25	0.0926614670884	0.119979588595	PTPRD	http://amigo.geneontology.org/amigo/term/GO:0099560
positive regulation of focal adhesion assembly	Gene Ontology	GO:0051894	1	25	0.0926614670884	0.119979588595	NRG1	http://amigo.geneontology.org/amigo/term/GO:0051894
positive regulation of neutrophil chemotaxis	Gene Ontology	GO:0090023	1	26	0.0960497247878	0.123169647081	CCL21	http://amigo.geneontology.org/amigo/term/GO:0090023
lysophospholipase activity	Gene Ontology	GO:0004622	1	26	0.0960497247878	0.123169647081	ENPP2	http://amigo.geneontology.org/amigo/term/GO:0004622
glycosaminoglycan binding	Gene Ontology	GO:0005539	1	26	0.0960497247878	0.123169647081	ENG	http://amigo.geneontology.org/amigo/term/GO:0005539
clathrin-coated endocytic vesicle	Gene Ontology	GO:0045334	1	26	0.0960497247878	0.123169647081	CTLA4	http://amigo.geneontology.org/amigo/term/GO:0045334
phosphatidylinositol phospholipase C activity	Gene Ontology	GO:0004435	1	26	0.0960497247878	0.123169647081	CCL5	http://amigo.geneontology.org/amigo/term/GO:0004435
regulation of glucose metabolic process	Gene Ontology	GO:0010906	1	26	0.0960497247878	0.123169647081	IGFBP4	http://amigo.geneontology.org/amigo/term/GO:0010906
negative regulation of Ras protein signal transduction	Gene Ontology	GO:0046580	1	26	0.0960497247878	0.123169647081	EPHB2	http://amigo.geneontology.org/amigo/term/GO:0046580
positive regulation of extrinsic apoptotic signaling pathway	Gene Ontology	GO:2001238	1	26	0.0960497247878	0.123169647081	FADD	http://amigo.geneontology.org/amigo/term/GO:2001238
triglyceride catabolic process	Gene Ontology	GO:0019433	1	26	0.0960497247878	0.123169647081	FABP1	http://amigo.geneontology.org/amigo/term/GO:0019433
