##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
tubulin binding	Gene Ontology	GO:0015631	1	59	0.20714705273	0.263875056018	STMN3	http://amigo.geneontology.org/amigo/term/GO:0015631
RNA polymerase II activating transcription factor binding	Gene Ontology	GO:0001102	1	59	0.20714705273	0.263875056018	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0001102
bicellular tight junction assembly	Gene Ontology	GO:0070830	1	59	0.20714705273	0.263875056018	F11R	http://amigo.geneontology.org/amigo/term/GO:0070830
mRNA 3'-end processing	Gene Ontology	GO:0031124	1	59	0.20714705273	0.263875056018	RPRD2	http://amigo.geneontology.org/amigo/term/GO:0031124
rough endoplasmic reticulum	Gene Ontology	GO:0005791	1	59	0.20714705273	0.263875056018	SPPL3	http://amigo.geneontology.org/amigo/term/GO:0005791
positive regulation of osteoblast differentiation	Gene Ontology	GO:0045669	1	60	0.210210751326	0.266128882221	IL6R	http://amigo.geneontology.org/amigo/term/GO:0045669
nucleotide binding	Gene Ontology	GO:0000166	1	60	0.210210751326	0.266128882221	SLC22A4	http://amigo.geneontology.org/amigo/term/GO:0000166
cellular iron ion homeostasis	Gene Ontology	GO:0006879	1	60	0.210210751326	0.266128882221	NDFIP1	http://amigo.geneontology.org/amigo/term/GO:0006879
cytoplasmic microtubule	Gene Ontology	GO:0005881	1	60	0.210210751326	0.266128882221	ARL3	http://amigo.geneontology.org/amigo/term/GO:0005881
receptor tyrosine kinase binding	Gene Ontology	GO:0030971	1	60	0.210210751326	0.266128882221	PITPNM2	http://amigo.geneontology.org/amigo/term/GO:0030971
negative regulation of epithelial cell proliferation	Gene Ontology	GO:0050680	1	60	0.210210751326	0.266128882221	RUNX3	http://amigo.geneontology.org/amigo/term/GO:0050680
cartilage development	Gene Ontology	GO:0051216	1	60	0.210210751326	0.266128882221	ITGB8	http://amigo.geneontology.org/amigo/term/GO:0051216
learning	Gene Ontology	GO:0007612	1	60	0.210210751326	0.266128882221	RGS14	http://amigo.geneontology.org/amigo/term/GO:0007612
endosome membrane	Gene Ontology	GO:0010008	2	220	0.211402949595	0.267473516534	NDFIP1|HLA-DQA1	http://amigo.geneontology.org/amigo/term/GO:0010008
negative regulation of neuron projection development	Gene Ontology	GO:0010977	1	61	0.213262688934	0.268340323408	ZNF365	http://amigo.geneontology.org/amigo/term/GO:0010977
ficolin-1-rich granule membrane	Gene Ontology	GO:0101003	1	61	0.213262688934	0.268340323408	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0101003
adenylate cyclase-modulating G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007188	1	61	0.213262688934	0.268340323408	PTGER4	http://amigo.geneontology.org/amigo/term/GO:0007188
site of double-strand break	Gene Ontology	GO:0035861	1	61	0.213262688934	0.268340323408	RAD50	http://amigo.geneontology.org/amigo/term/GO:0035861
SMAD protein signal transduction	Gene Ontology	GO:0060395	1	61	0.213262688934	0.268340323408	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0060395
regulation of growth	Gene Ontology	GO:0040008	1	61	0.213262688934	0.268340323408	EAF2	http://amigo.geneontology.org/amigo/term/GO:0040008
zinc ion binding	Gene Ontology	GO:0008270	5	820	0.214540091704	0.269782525102	RERE|PHF5A|TRAF3|TNFAIP3|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0008270
single fertilization	Gene Ontology	GO:0007338	1	62	0.216302910403	0.271335438554	NHP2L1	http://amigo.geneontology.org/amigo/term/GO:0007338
protein serine/threonine phosphatase activity	Gene Ontology	GO:0004722	1	62	0.216302910403	0.271335438554	PPP2R1B	http://amigo.geneontology.org/amigo/term/GO:0004722
endocytic vesicle	Gene Ontology	GO:0030139	1	62	0.216302910403	0.271335438554	RAB24	http://amigo.geneontology.org/amigo/term/GO:0030139
positive regulation of interferon-gamma production	Gene Ontology	GO:0032729	1	63	0.219331460415	0.27413099247	IL18R1	http://amigo.geneontology.org/amigo/term/GO:0032729
synapse assembly	Gene Ontology	GO:0007416	1	63	0.219331460415	0.27413099247	SLC25A46	http://amigo.geneontology.org/amigo/term/GO:0007416
regulation of translation	Gene Ontology	GO:0006417	1	63	0.219331460415	0.27413099247	PA2G4	http://amigo.geneontology.org/amigo/term/GO:0006417
heart looping	Gene Ontology	GO:0001947	1	63	0.219331460415	0.27413099247	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0001947
fatty acid metabolic process	Gene Ontology	GO:0006631	1	64	0.222348383481	0.276891748296	THEM4	http://amigo.geneontology.org/amigo/term/GO:0006631
smoothened signaling pathway	Gene Ontology	GO:0007224	1	64	0.222348383481	0.276891748296	ARL3	http://amigo.geneontology.org/amigo/term/GO:0007224
photoreceptor outer segment	Gene Ontology	GO:0001750	1	64	0.222348383481	0.276891748296	IQCB1	http://amigo.geneontology.org/amigo/term/GO:0001750
double-strand break repair	Gene Ontology	GO:0006302	1	64	0.222348383481	0.276891748296	RAD50	http://amigo.geneontology.org/amigo/term/GO:0006302
protein-containing complex	Gene Ontology	GO:0032991	4	623	0.224052994488	0.278845615417	NHP2L1|TOMM40L|SMARCE1|F11R	http://amigo.geneontology.org/amigo/term/GO:0032991
meiotic cell cycle	Gene Ontology	GO:0051321	1	65	0.225353723943	0.279956046179	BOLL	http://amigo.geneontology.org/amigo/term/GO:0051321
regulation of circadian rhythm	Gene Ontology	GO:0042752	1	65	0.225353723943	0.279956046179	HDAC3	http://amigo.geneontology.org/amigo/term/GO:0042752
rhythmic process	Gene Ontology	GO:0048511	1	66	0.228347525976	0.282342512875	TEF	http://amigo.geneontology.org/amigo/term/GO:0048511
circadian regulation of gene expression	Gene Ontology	GO:0032922	1	66	0.228347525976	0.282342512875	HDAC3	http://amigo.geneontology.org/amigo/term/GO:0032922
activation of protein kinase activity	Gene Ontology	GO:0032147	1	66	0.228347525976	0.282342512875	PPP2R3C	http://amigo.geneontology.org/amigo/term/GO:0032147
extracellular matrix disassembly	Gene Ontology	GO:0022617	1	66	0.228347525976	0.282342512875	ADAMTS4	http://amigo.geneontology.org/amigo/term/GO:0022617
p53 binding	Gene Ontology	GO:0002039	1	66	0.228347525976	0.282342512875	SETD8	http://amigo.geneontology.org/amigo/term/GO:0002039
collagen binding	Gene Ontology	GO:0005518	1	67	0.231329833587	0.284969525378	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0005518
cell chemotaxis	Gene Ontology	GO:0060326	1	67	0.231329833587	0.284969525378	CCR7	http://amigo.geneontology.org/amigo/term/GO:0060326
DNA recombination	Gene Ontology	GO:0006310	1	68	0.234300690618	0.287767156458	RAD50	http://amigo.geneontology.org/amigo/term/GO:0006310
angiogenesis	Gene Ontology	GO:0001525	2	238	0.236895524502	0.289843641928	CCDC134|FLG	http://amigo.geneontology.org/amigo/term/GO:0001525
nucleic acid phosphodiester bond hydrolysis	Gene Ontology	GO:0090305	1	69	0.237260140742	0.289843641928	RAD50	http://amigo.geneontology.org/amigo/term/GO:0090305
response to stimulus	Gene Ontology	GO:0050896	1	69	0.237260140742	0.289843641928	WDR36	http://amigo.geneontology.org/amigo/term/GO:0050896
cellular_component	Gene Ontology	GO:0005575	3	433	0.237447541381	0.289900323681	GSDMB|TARS2|SBNO1	http://amigo.geneontology.org/amigo/term/GO:0005575
protein domain specific binding	Gene Ontology	GO:0019904	2	239	0.238317711809	0.290790038861	IQGAP1|STMN3	http://amigo.geneontology.org/amigo/term/GO:0019904
proteolysis	Gene Ontology	GO:0006508	3	434	0.238469185483	0.290802280756	ADAMTS4|FBXW2|ERMP1	http://amigo.geneontology.org/amigo/term/GO:0006508
microvillus	Gene Ontology	GO:0005902	1	70	0.240208227468	0.291539619643	AQP5	http://amigo.geneontology.org/amigo/term/GO:0005902
regulation of macroautophagy	Gene Ontology	GO:0016241	1	70	0.240208227468	0.291539619643	SNX32	http://amigo.geneontology.org/amigo/term/GO:0016241
negative regulation of ERK1 and ERK2 cascade	Gene Ontology	GO:0070373	1	70	0.240208227468	0.291539619643	RGS14	http://amigo.geneontology.org/amigo/term/GO:0070373
snRNA transcription by RNA polymerase II	Gene Ontology	GO:0042795	1	70	0.240208227468	0.291539619643	RPRD2	http://amigo.geneontology.org/amigo/term/GO:0042795
positive regulation of protein binding	Gene Ontology	GO:0032092	1	70	0.240208227468	0.291539619643	SPPL3	http://amigo.geneontology.org/amigo/term/GO:0032092
intercellular bridge	Gene Ontology	GO:0045171	1	71	0.243144994142	0.294408779715	IQCB1	http://amigo.geneontology.org/amigo/term/GO:0045171
molecular adaptor activity	Gene Ontology	GO:0060090	1	71	0.243144994142	0.294408779715	IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0060090
negative regulation of protein phosphorylation	Gene Ontology	GO:0001933	1	71	0.243144994142	0.294408779715	PRR5L	http://amigo.geneontology.org/amigo/term/GO:0001933
chromosome segregation	Gene Ontology	GO:0007059	1	72	0.246070483942	0.296901945413	RGS14	http://amigo.geneontology.org/amigo/term/GO:0007059
cellular response to starvation	Gene Ontology	GO:0009267	1	72	0.246070483942	0.296901945413	CLEC16A	http://amigo.geneontology.org/amigo/term/GO:0009267
RNA phosphodiester bond hydrolysis, endonucleolytic	Gene Ontology	GO:0090502	1	72	0.246070483942	0.296901945413	KIAA0391	http://amigo.geneontology.org/amigo/term/GO:0090502
cell cycle	Gene Ontology	GO:0007049	2	245	0.246859534968	0.297679298472	SETD8|CDK2AP1	http://amigo.geneontology.org/amigo/term/GO:0007049
mRNA splicing, via spliceosome	Gene Ontology	GO:0000398	2	246	0.248284397582	0.299221993804	PHF5A|NHP2L1	http://amigo.geneontology.org/amigo/term/GO:0000398
GDP binding	Gene Ontology	GO:0019003	1	73	0.248984739884	0.299364108305	ARL3	http://amigo.geneontology.org/amigo/term/GO:0019003
tertiary granule membrane	Gene Ontology	GO:0070821	1	73	0.248984739884	0.299364108305	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0070821
autophagosome	Gene Ontology	GO:0005776	1	73	0.248984739884	0.299364108305	RAB24	http://amigo.geneontology.org/amigo/term/GO:0005776
transcription coactivator activity	Gene Ontology	GO:0003713	2	248	0.251134960699	0.301772927642	RERE|SMARCE1	http://amigo.geneontology.org/amigo/term/GO:0003713
circadian rhythm	Gene Ontology	GO:0007623	1	74	0.251887804824	0.30179564494	HDAC3	http://amigo.geneontology.org/amigo/term/GO:0007623
transcription elongation from RNA polymerase II promoter	Gene Ontology	GO:0006368	1	74	0.251887804824	0.30179564494	RTF1	http://amigo.geneontology.org/amigo/term/GO:0006368
endoplasmic reticulum-Golgi intermediate compartment membrane	Gene Ontology	GO:0033116	1	74	0.251887804824	0.30179564494	SPPL3	http://amigo.geneontology.org/amigo/term/GO:0033116
negative regulation of transforming growth factor beta receptor signaling pathway	Gene Ontology	GO:0030512	1	74	0.251887804824	0.30179564494	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0030512
response to endoplasmic reticulum stress	Gene Ontology	GO:0034976	1	75	0.25477972145	0.304196926423	ALOX15	http://amigo.geneontology.org/amigo/term/GO:0034976
cholesterol metabolic process	Gene Ontology	GO:0008203	1	75	0.25477972145	0.304196926423	GLB1	http://amigo.geneontology.org/amigo/term/GO:0008203
microtubule binding	Gene Ontology	GO:0008017	2	252	0.25683879327	0.306477399282	RGS14|ARL3	http://amigo.geneontology.org/amigo/term/GO:0008017
protein-macromolecule adaptor activity	Gene Ontology	GO:0030674	1	76	0.257660532293	0.306745833465	RAD50	http://amigo.geneontology.org/amigo/term/GO:0030674
neutrophil chemotaxis	Gene Ontology	GO:0030593	1	77	0.26053027972	0.308910181721	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0030593
protein localization	Gene Ontology	GO:0008104	1	77	0.26053027972	0.308910181721	BCL6	http://amigo.geneontology.org/amigo/term/GO:0008104
protein import into nucleus	Gene Ontology	GO:0006606	1	79	0.266236752998	0.314949806768	NFKBIA	http://amigo.geneontology.org/amigo/term/GO:0006606
multicellular organism development	Gene Ontology	GO:0007275	3	462	0.267351758057	0.316086954897	ERBB3|BOLL|FLG	http://amigo.geneontology.org/amigo/term/GO:0007275
regulation of G2/M transition of mitotic cell cycle	Gene Ontology	GO:0010389	1	80	0.269073562784	0.316847219406	ACTR1A	http://amigo.geneontology.org/amigo/term/GO:0010389
amyloid-beta binding	Gene Ontology	GO:0001540	1	80	0.269073562784	0.316847219406	GSAP	http://amigo.geneontology.org/amigo/term/GO:0001540
epidermis development	Gene Ontology	GO:0008544	1	80	0.269073562784	0.316847219406	HLA-DRB1	http://amigo.geneontology.org/amigo/term/GO:0008544
lysosome	Gene Ontology	GO:0005764	2	262	0.271105827679	0.318875046744	ABCB9|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0005764
retrograde transport, endosome to Golgi	Gene Ontology	GO:0042147	1	81	0.271899477026	0.318896363244	SNX32	http://amigo.geneontology.org/amigo/term/GO:0042147
cellular protein modification process	Gene Ontology	GO:0006464	1	81	0.271899477026	0.318896363244	FBXW2	http://amigo.geneontology.org/amigo/term/GO:0006464
double-strand break repair via homologous recombination	Gene Ontology	GO:0000724	1	82	0.274714537297	0.321830819763	RAD50	http://amigo.geneontology.org/amigo/term/GO:0000724
calcium-mediated signaling	Gene Ontology	GO:0019722	1	82	0.274714537297	0.321830819763	CCR7	http://amigo.geneontology.org/amigo/term/GO:0019722
regulation of protein stability	Gene Ontology	GO:0031647	1	83	0.27751878501	0.324745943074	HDAC3	http://amigo.geneontology.org/amigo/term/GO:0031647
cholesterol homeostasis	Gene Ontology	GO:0042632	1	84	0.280312261421	0.327269738491	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0042632
spermatid development	Gene Ontology	GO:0007286	1	84	0.280312261421	0.327269738491	MEI1	http://amigo.geneontology.org/amigo/term/GO:0007286
BMP signaling pathway	Gene Ontology	GO:0030509	1	85	0.283095007631	0.329769595292	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0030509
peptidase activity	Gene Ontology	GO:0008233	1	85	0.283095007631	0.329769595292	ADAMTS4	http://amigo.geneontology.org/amigo/term/GO:0008233
beta-catenin binding	Gene Ontology	GO:0008013	1	86	0.285867064585	0.331870516537	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0008013
activation of cysteine-type endopeptidase activity involved in apoptotic process	Gene Ontology	GO:0006919	1	86	0.285867064585	0.331870516537	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0006919
actin filament	Gene Ontology	GO:0005884	1	87	0.288628473071	0.334887212547	IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0005884
SRP-dependent cotranslational protein targeting to membrane	Gene Ontology	GO:0006614	1	88	0.291379273725	0.337507485509	RPS26	http://amigo.geneontology.org/amigo/term/GO:0006614
ATPase binding	Gene Ontology	GO:0051117	1	88	0.291379273725	0.337507485509	NHP2L1	http://amigo.geneontology.org/amigo/term/GO:0051117
Golgi cisterna membrane	Gene Ontology	GO:0032580	1	89	0.294119507026	0.339343269611	B4GALT3	http://amigo.geneontology.org/amigo/term/GO:0032580
kinase activity	Gene Ontology	GO:0016301	1	89	0.294119507026	0.339343269611	ITPKA	http://amigo.geneontology.org/amigo/term/GO:0016301
specific granule membrane	Gene Ontology	GO:0035579	1	91	0.299568432731	0.344277639851	ORMDL3	http://amigo.geneontology.org/amigo/term/GO:0035579
protein glycosylation	Gene Ontology	GO:0006486	1	91	0.299568432731	0.344277639851	B4GALT3	http://amigo.geneontology.org/amigo/term/GO:0006486
regulation of lipid metabolic process	Gene Ontology	GO:0019216	1	92	0.302277205329	0.346615691108	HDAC3	http://amigo.geneontology.org/amigo/term/GO:0019216
acrosomal vesicle	Gene Ontology	GO:0001669	1	93	0.30497557097	0.348156454145	ZPBP2	http://amigo.geneontology.org/amigo/term/GO:0001669
basement membrane	Gene Ontology	GO:0005604	1	93	0.30497557097	0.348156454145	EFEMP2	http://amigo.geneontology.org/amigo/term/GO:0005604
lipid droplet	Gene Ontology	GO:0005811	1	93	0.30497557097	0.348156454145	ALOX15	http://amigo.geneontology.org/amigo/term/GO:0005811
postsynapse	Gene Ontology	GO:0098794	1	93	0.30497557097	0.348156454145	CAMK4	http://amigo.geneontology.org/amigo/term/GO:0098794
small GTPase mediated signal transduction	Gene Ontology	GO:0007264	1	94	0.307663569373	0.349671806872	ARL3	http://amigo.geneontology.org/amigo/term/GO:0007264
lysosomal lumen	Gene Ontology	GO:0043202	1	94	0.307663569373	0.349671806872	GLB1	http://amigo.geneontology.org/amigo/term/GO:0043202
interleukin-1-mediated signaling pathway	Gene Ontology	GO:0070498	1	94	0.307663569373	0.349671806872	NFKBIA	http://amigo.geneontology.org/amigo/term/GO:0070498
cellular response to oxidative stress	Gene Ontology	GO:0034599	1	95	0.310341240105	0.35154908521	PRR5L	http://amigo.geneontology.org/amigo/term/GO:0034599
centriolar satellite	Gene Ontology	GO:0034451	1	95	0.310341240105	0.35154908521	ZNF365	http://amigo.geneontology.org/amigo/term/GO:0034451
ruffle membrane	Gene Ontology	GO:0032587	1	96	0.313008622586	0.353790944496	THEM4	http://amigo.geneontology.org/amigo/term/GO:0032587
cell-matrix adhesion	Gene Ontology	GO:0007160	1	96	0.313008622586	0.353790944496	ITGB8	http://amigo.geneontology.org/amigo/term/GO:0007160
cellular response to leukemia inhibitory factor	Gene Ontology	GO:1990830	1	97	0.315665756085	0.355621257266	PMM1	http://amigo.geneontology.org/amigo/term/GO:1990830
kinase binding	Gene Ontology	GO:0019900	1	97	0.315665756085	0.355621257266	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0019900
defense response to Gram-positive bacterium	Gene Ontology	GO:0050830	1	97	0.315665756085	0.355621257266	TNFRSF14	http://amigo.geneontology.org/amigo/term/GO:0050830
protein heterodimerization activity	Gene Ontology	GO:0046982	2	297	0.320863371946	0.360782959625	ERBB3|USF1	http://amigo.geneontology.org/amigo/term/GO:0046982
molecular_function	Gene Ontology	GO:0003674	4	742	0.325186497371	0.364682950183	SBNO1|CLEC16A|TOMM40L|GSDMB	http://amigo.geneontology.org/amigo/term/GO:0003674
PML body	Gene Ontology	GO:0016605	1	101	0.326192580441	0.364682950183	RGS14	http://amigo.geneontology.org/amigo/term/GO:0016605
structural constituent of cytoskeleton	Gene Ontology	GO:0005200	1	101	0.326192580441	0.364682950183	HLA-DRB1	http://amigo.geneontology.org/amigo/term/GO:0005200
response to oxidative stress	Gene Ontology	GO:0006979	1	101	0.326192580441	0.364682950183	RGS14	http://amigo.geneontology.org/amigo/term/GO:0006979
platelet activation	Gene Ontology	GO:0030168	1	102	0.328799052873	0.367197638624	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0030168
