Target.id	Gene.symbol	Chromosome	Gene.name	Protein.name	Ensembl.id	UniProt.id	P_value	FDR.BH.	FDR.Bonferroni.	Relationship	Value	herb
SMTT01332	GALNS	16	Galactosamine (N-acetyl)-6-sulfatase	None	ENSG00000141012	None	0.0446726	0.0862047	1	By_ingredient	0.1842	防风
SMTT01333	GALT	9	Galactose-1-phosphate Uridylyltransferase	None	ENSG00000213930	None	0.0359	0.0773851	1	By_ingredient	0.1905	防风
SMTT01337	GAPDH	None	glyceraldehyde-3-phosphate dehydrogenase	Glyceraldehyde-3-phosphate Dehydrogenase	ENSG00000111640	P04406	0.043125	0.0651864	1	By_ingredient	0.1776	防风
SMTT01348	GATM	15	Glycine Amidinotransferase	Glycine Amidinotransferase, Mitochondrial	ENSG00000171766	P50440	0.241687	0.270384	1	By_ingredient	0.3324	防风
SMTT01350	GBA2	9	Glucosylceramidase Beta 2	None	ENSG00000070610	None	0.00877685	0.0251287	1	By_ingredient	0.2115	防风
SMTT01353	GCH1	14	GTP Cyclohydrolase 1	GTP Cyclohydrolase 1	ENSG00000131979	P30793	0.0174771	0.0363435	1	By_ingredient	0.1804	防风
SMTT01355	GCLC	6	Glutamate-cysteine Ligase Catalytic Subunit	Glutamate--cysteine Ligase Catalytic Subunit	ENSG00000001084	P48506	0.0261015	0.0464126	1	By_ingredient	0.1818	防风
SMTT01358	GCSH	16	Glycine Cleavage System Protein H	Glycine Cleavage System H Protein, Mitochondrial	ENSG00000140905	P23434	0.0270471	0.0691978	1	By_ingredient	0.245	防风
SMTT01392	GLB1	3	Galactosidase Beta 1	None	ENSG00000170266	None	0.0232822	0.0431877	1	By_ingredient	0.3981	防风
SMTT01406	GLUL	1	Glutamate-ammonia Ligase	Glutamine Synthetase	ENSG00000135821	P15104	0.00429451	0.0342023	1	By_ingredient	0.3745	防风
SMTT01426	GNMT	6	Glycine N-methyltransferase	Glycine N-methyltransferase	ENSG00000124713	Q14749	0.0118734	0.0291326	1	By_ingredient	0.3551	防风
SMTT01430	GNRH1	8	Gonadotropin Releasing Hormone 1	None	ENSG00000147437	None	0.0174771	0.0363435	1	By_ingredient	0.1843	防风
SMTT01436	GOT1	None	glutamic-oxaloacetic transaminase 1	Aspartate Aminotransferase, Cytoplasmic	ENSG00000120053	P17174	0.309711	0.339969	1	By_ingredient	0.1851	防风
SMTT01446	GPHN	14	Gephyrin	Gephyrin	ENSG00000171723	Q9NQX3	0.0114568	0.0500184	1	By_ingredient	0.3737	防风
SMTT01456	GPT	None	glutamic--pyruvic transaminase	Alanine Aminotransferase 1	ENSG00000167701	P24298	0.0616515	0.0848822	1	By_ingredient	0.3859	防风
SMTT01457	GPT2	16	Glutamic--pyruvic Transaminase 2	Alanine Aminotransferase 2	ENSG00000166123	Q8TD30	0.0681071	0.0917392	1	By_ingredient	0.1764	防风
SMTT01464	GRIA2	None	glutamate ionotropic receptor AMPA type subunit 2	Glutamate Receptor 2	ENSG00000120251	P42262	0.00367802	0.0162709	1	By_ingredient	1.4922	防风
SMTT01468	GRIN1	9	Glutamate Ionotropic Receptor NMDA Type Subunit 1	Glutamate Receptor Ionotropic, NMDA 1	ENSG00000176884	Q05586	0.154286	0.180513	1	By_ingredient	0.1817	防风
SMTT01472	GRIN3A	None	glutamate ionotropic receptor NMDA type subunit 3A	Glutamate Receptor Ionotropic, NMDA 3A	ENSG00000198785	Q8TCU5	0.0199424	0.0611594	1	By_ingredient	0.4362	防风
SMTT01483	GSK3B	None	glycogen synthase kinase 3 beta	Glycogen Synthase Kinase-3 Beta	ENSG00000082701	P49841	0.000756551	0.0132221	1	By_ingredient	4.4117	防风
SMTT01485	GSR	None	glutathione-disulfide reductase	Glutathione Reductase, Mitochondrial	ENSG00000104687	P00390	0.0924408	0.117087	1	By_ingredient	0.1904	防风
SMTT01487	GSTA1	None	glutathione S-transferase alpha 1	Glutathione S-transferase A1	ENSG00000243955	P08263	0.0681071	0.0917392	1	By_ingredient	0.1849	防风
SMTT01488	GSTA2	None	glutathione S-transferase alpha 2	Glutathione S-transferase A2	ENSG00000244067	P09210	0.000646921	0.00991314	1	By_ingredient	0.6161	防风
SMTT01489	GSTM1	None	glutathione S-transferase mu 1	Glutathione S-transferase Mu 1	ENSG00000134184	P09488	0.0924408	0.117087	1	By_ingredient	0.1873	防风
SMTT01491	GSTP1	None	glutathione S-transferase pi 1	Glutathione S-transferase P	ENSG00000084207	P09211	0.00185221	0.0110832	1	By_ingredient	0.5632	防风
SMTT01501	GUSB	7	Glucuronidase Beta	None	ENSG00000169919	None	0.043125	0.0651864	1	By_ingredient	0.1607	防风
SMTT01513	HADHB	2	Hydroxyacyl-CoA Dehydrogenase Trifunctional Multienzyme Complex Subunit Beta	None	ENSG00000138029	None	0.043125	0.0651864	1	By_ingredient	0.1996	防风
SMTT01533	HDC	None	histidine decarboxylase	Histidine Decarboxylase	ENSG00000140287	P19113	0.0346505	0.0560328	1	By_ingredient	0.1814	防风
SMTT01553	HK1	10	Hexokinase 1	Hexokinase-1	ENSG00000156515	P19367	0.00909789	0.0458506	1	By_ingredient	0.1931	防风
SMTT01567	HMGCR	None	3-hydroxy-3-methylglutaryl-CoA reductase	3-hydroxy-3-methylglutaryl-coenzyme A Reductase	ENSG00000113161	P04035	0.00650271	0.0215933	1	By_ingredient	0.3743	防风
SMTT01569	HMOX1	22	Heme Oxygenase 1	Heme Oxygenase 1	ENSG00000100292	P09601	0.211939	0.239882	1	By_ingredient	0.5784	防风
SMTT01603	HS3ST3A1	None	heparan sulfate-glucosamine 3-sulfotransferase 3A1	Heparan Sulfate Glucosamine 3-O-sulfotransferase 3A1	ENSG00000153976	Q9Y663	0.00877685	0.0251287	1	By_ingredient	0.2188	防风
SMTT01628	HTR3A	None	5-hydroxytryptamine receptor 3A	5-hydroxytryptamine Receptor 3A	ENSG00000166736	P46098	0.162031	0.188559	1	By_ingredient	0.3914	防风
SMTT01671	IGHG1	None	immunoglobulin heavy constant gamma 1 (G1m marker)	Ig Gamma-1 Chain C Region	None	P01857	2.54243e-07	1.69679e-05	0.0224485	By_ingredient	2.9234	防风
SMTT01682	IL10	1	Interleukin 10	Interleukin-10	ENSG00000136634	P22301	0.000678601	0.00547115	1	By_ingredient	0.774	防风
SMTT01696	IL1A	None	interleukin 1 alpha	Interleukin-1 Alpha	ENSG00000115008	P01583	0.0598527	0.0829567	1	By_ingredient	0.2027	防风
SMTT01697	IL1B	None	interleukin 1 beta	Interleukin-1 Beta	ENSG00000125538	P01584	0.327767	0.358444	1	By_ingredient	0.3627	防风
SMTT01710	IL4	None	interleukin 4	Interleukin-4	ENSG00000113520	P05112	0.218865	0.246918	1	By_ingredient	0.1738	防风
SMTT01711	IL5	None	interleukin 5	Interleukin-5	ENSG00000113525	P05113	0.0598527	0.0829567	1	By_ingredient	0.1749	防风
SMTT01712	IL6	7	Interleukin 6	Interleukin-6	ENSG00000136244	P05231	0.0131058	0.0308148	1	By_ingredient	0.7428	防风
SMTT01724	INS	11	Insulin	Insulin	ENSG00000254647	P01308	0.0844006	0.108747	1	By_ingredient	0.1607	防风
SMTT01744	ISYNA1	None	inositol-3-phosphate synthase 1	Inositol-3-phosphate Synthase 1	ENSG00000105655	Q9NPH2	0.043125	0.0651864	1	By_ingredient	0.2135	防风
SMTT01778	JUN	None	Jun proto-oncogene, AP-1 transcription factor subunit	Transcription Factor AP-1	ENSG00000177606	P05412	0.000327686	0.00333246	1	By_ingredient	0.8383	防风
SMTT01803	KCNH2	7	Potassium Voltage-gated Channel Subfamily H Member 2	Potassium Voltage-gated Channel Subfamily H Member 2	ENSG00000055118	Q12809	0.0877155	0.112178	1	By_ingredient	1.3653	防风
SMTT01833	KDR	4	Kinase Insert Domain Receptor	Vascular Endothelial Growth Factor Receptor 2	ENSG00000128052	P35968	0.0743198	0.0983042	1	By_ingredient	0.7473	防风
SMTT01878	KRAS	12	KRAS Proto-oncogene, GTPase	GTPase KRas	ENSG00000133703	P01116	0.0154465	0.0559149	1	By_ingredient	0.4186	防风
SMTT01924	LCAT	16	Lecithin-cholesterol Acyltransferase	None	ENSG00000213398	None	0.00877685	0.0251287	1	By_ingredient	0.1788	防风
SMTT01926	LCT	2	Lactase	Lactase-phlorizin Hydrolase	ENSG00000115850	P09848	0.0215483	0.0635209	1	By_ingredient	0.3529	防风
SMTT01979	LPL	8	Lipoprotein Lipase	Lipoprotein Lipase	ENSG00000175445	P06858	0.108311	0.133594	1	By_ingredient	0.1606	防风
SMTT02005	LYZ	12	Lysozyme	Lysozyme C	ENSG00000090382	P61626	0.0097716	0.0471444	1	By_ingredient	1.5285	防风
SMTT02024	MAOA	X	Monoamine Oxidase A	Amine Oxidase [flavin-containing] A	ENSG00000189221	P21397	0.0917626	0.116404	1	By_ingredient	0.9165	防风
SMTT02025	MAOB	None	monoamine oxidase B	Amine Oxidase [flavin-containing] B	ENSG00000069535	P27338	4.35133e-07	2.59065e-05	0.0384453	By_ingredient	4.1547	防风
SMTT02027	MAP2	None	microtubule associated protein 2	Microtubule-associated Protein 2	ENSG00000078018	P11137	0.000454237	0.00415026	1	By_ingredient	0.3677	防风
SMTT02034	MAPK10	4	Mitogen-activated Protein Kinase 10	Mitogen-activated Protein Kinase 10	ENSG00000109339	P53779	0.0515255	0.0742243	1	By_ingredient	0.1707	防风
SMTT02062	MCL1	None	MCL1, BCL2 family apoptosis regulator	Induced Myeloid Leukemia Cell Differentiation Protein Mcl-1	ENSG00000143384	Q07820	0.0844006	0.108747	1	By_ingredient	0.3868	防风
SMTT02071	ME1	None	malic enzyme 1	NADP-dependent Malic Enzyme	ENSG00000065833	P48163	0.176381	0.203326	1	By_ingredient	0.18	防风
SMTT02095	MGAM	None	maltase-glucoamylase	Maltase-glucoamylase, Intestinal	ENSG00000257335	O43451	0.0924408	0.117087	1	By_ingredient	0.1809	防风
SMTT02132	MMP1	11	Matrix Metallopeptidase 1	Interstitial Collagenase	ENSG00000196611	P03956	0.190792	0.218235	1	By_ingredient	0.4018	防风
SMTT02134	MMP13	11	Matrix Metallopeptidase 13	Collagenase 3	ENSG00000137745	P45452	0.0183894	0.0594068	1	By_ingredient	0.4254	防风
SMTT02140	MMP3	None	matrix metallopeptidase 3	Stromelysin-1	ENSG00000149968	P08254	0.00331662	0.0310073	1	By_ingredient	0.5583	防风
SMTT02142	MMP8	None	matrix metallopeptidase 8	Neutrophil Collagenase	ENSG00000118113	P22894	0.00251796	0.0266162	1	By_ingredient	0.6188	防风
SMTT02143	MMP9	20	Matrix Metallopeptidase 9	Matrix Metalloproteinase-9	ENSG00000100985	P14780	0.315782	0.346221	1	By_ingredient	0.5938	防风
SMTT02157	MPO	17	Myeloperoxidase	Myeloperoxidase	ENSG00000005381	P05164	0.000678601	0.00547115	1	By_ingredient	0.7488	防风
SMTT02203	MYC	8	MYC Proto-oncogene, BHLH Transcription Factor	Myc Proto-oncogene Protein	ENSG00000136997	P01106	0.204952	0.23276	1	By_ingredient	0.3565	防风
SMTT02248	NCF1	7	Neutrophil Cytosolic Factor 1	Neutrophil Cytosol Factor 1	ENSG00000158517	P14598	0.0515255	0.0742243	1	By_ingredient	0.1794	防风
SMTT02251	NCOA1	None	nuclear receptor coactivator 1	Nuclear Receptor Coactivator 1	ENSG00000084676	Q15788	0.292092	0.32196	1	By_ingredient	1.069	防风
SMTT02281	NDUFS1	2	NADH:ubiquinone Oxidoreductase Core Subunit S1	NADH-ubiquinone Oxidoreductase 75 KDa Subunit, Mitochondrial	ENSG00000023228	P28331	0.0346505	0.0560328	1	By_ingredient	0.1893	防风
SMTT02287	NDUFS8	11	NADH:ubiquinone Oxidoreductase Core Subunit S8	NADH Dehydrogenase [ubiquinone] Iron-sulfur Protein 8, Mitochondrial	ENSG00000110717	O00217	0.0270471	0.0691978	1	By_ingredient	0.2097	防风
SMTT02312	NFKB1	4	Nuclear Factor Kappa B Subunit 1	Nuclear Factor NF-kappa-B P105 Subunit	ENSG00000109320	P19838	0.0161219	0.0568395	1	By_ingredient	0.7298	防风
SMTT02349	NOS2	None	nitric oxide synthase 2	Nitric Oxide Synthase, Inducible	ENSG00000007171	P35228	1.19073e-11	4.51318e-09	4.92388e-06	By_ingredient	10.4792	防风
SMTT02350	NOS3	None	nitric oxide synthase 3	Nitric Oxide Synthase, Endothelial	ENSG00000164867	P29474	0.161716	0.18825	1	By_ingredient	0.5764	防风
SMTT02369	NQO2	None	N-ribosyldihydronicotinamide:quinone reductase 2	Ribosyldihydronicotinamide Dehydrogenase [quinone]	ENSG00000124588	P16083	0.0377124	0.059426	1	By_ingredient	0.3732	防风
SMTT02374	NR1I2	None	nuclear receptor subfamily 1 group I member 2	Nuclear Receptor Subfamily 1 Group I Member 2	ENSG00000144852	O75469	0.0300497	0.0719204	1	By_ingredient	0.6185	防风
SMTT02379	NR3C1	5	Nuclear Receptor Subfamily 3 Group C Member 1	Glucocorticoid Receptor	ENSG00000113580	P04150	0.711121	0.737244	1	By_ingredient	2.4521	防风
SMTT02380	NR3C2	4	Nuclear Receptor Subfamily 3 Group C Member 2	Mineralocorticoid Receptor	ENSG00000151623	P08235	0.311388	0.341725	1	By_ingredient	0.9889	防风
SMTT02402	NTRK2	9	Neurotrophic Receptor Tyrosine Kinase 2	BDNF/NT-3 Growth Factors Receptor	ENSG00000148053	Q16620	0.0174771	0.0363435	1	By_ingredient	0.1813	防风
SMTT02430	OPRM1	None	opioid receptor mu 1	Mu-type Opioid Receptor	ENSG00000112038	P35372	0.778672	0.800939	1	By_ingredient	0.5861	防风
SMTT02464	PAM	None	peptidylglycine alpha-amidating monooxygenase	Peptidyl-glycine Alpha-amidating Monooxygenase	ENSG00000145730	P19021	0.00877685	0.0251287	1	By_ingredient	0.1539	防风
SMTT02482	PCCA	13	Propionyl-CoA Carboxylase Alpha Subunit	Propionyl-CoA Carboxylase Alpha Chain, Mitochondrial	ENSG00000175198	P05165	0.0270471	0.0691978	1	By_ingredient	0.1866	防风
SMTT02495	PCYT1A	3	Phosphate Cytidylyltransferase 1, Choline, Alpha	Choline-phosphate Cytidylyltransferase A	ENSG00000161217	P49585	0.00877685	0.0251287	1	By_ingredient	0.1846	防风
SMTT02499	PDE3A	12	Phosphodiesterase 3A	CGMP-inhibited 3',5'-cyclic Phosphodiesterase A	ENSG00000172572	Q14432	1.74632e-06	0.000145027	0.722137	By_ingredient	2.9478	防风
SMTT02500	PDE4A	None	phosphodiesterase 4A	CAMP-specific 3',5'-cyclic Phosphodiesterase 4A	ENSG00000065989	P27815	0.0446726	0.0862047	1	By_ingredient	0.2383	防风
SMTT02519	PDX1	13	Pancreatic And Duodenal Homeobox 1	None	ENSG00000139515	None	0.00877685	0.0251287	1	By_ingredient	0.1711	防风
SMTT02539	PFKFB4	None	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4	ENSG00000114268	Q16877	0.0261015	0.0464126	1	By_ingredient	0.1938	防风
SMTT02540	PFKM	12	Phosphofructokinase, Muscle	None	ENSG00000152556	None	0.0174771	0.0363435	1	By_ingredient	0.1874	防风
SMTT02546	PGD	None	phosphogluconate dehydrogenase	6-phosphogluconate Dehydrogenase, Decarboxylating	ENSG00000142657	P52209	0.0174771	0.0363435	1	By_ingredient	0.1783	防风
SMTT02550	PGR	11	Progesterone Receptor	Progesterone Receptor	ENSG00000082175	P06401	0.0010981	0.0165907	1	By_ingredient	2.2629	防风
SMTT02584	PIM1	None	Pim-1 proto-oncogene, serine/threonine kinase	Serine/threonine-protein Kinase Pim-1	ENSG00000137193	P11309	1.43078e-05	0.000770787	1	By_ingredient	6.0431	防风
SMTT02594	PKLR	1	Pyruvate Kinase L/R	Pyruvate Kinase PKLR	ENSG00000143627	P30613	0.123906	0.149521	1	By_ingredient	0.1987	防风
SMTT02597	PLA2G2A	None	phospholipase A2 group IIA	Phospholipase A2, Membrane Associated	ENSG00000188257	P14555	0.0681071	0.0917392	1	By_ingredient	0.1845	防风
SMTT02604	PLAU	10	Plasminogen Activator, Urokinase	Urokinase-type Plasminogen Activator	ENSG00000122861	P00749	0.239283	0.267877	1	By_ingredient	0.4863	防风
SMTT02615	PLG	6	Plasminogen	Plasminogen	ENSG00000122194	P00747	0.0310976	0.0560328	1	By_ingredient	0.4926	防风
SMTT02636	PNP	14	Purine Nucleoside Phosphorylase	Purine Nucleoside Phosphorylase	ENSG00000198805	P00491	0.00847695	0.0246162	1	By_ingredient	0.3917	防风
SMTT02668	PON1	7	Paraoxonase 1	Serum Paraoxonase/arylesterase 1	ENSG00000005421	P27169	5.36854e-05	0.000950532	1	By_ingredient	0.4947	防风
SMTT02671	POR	7	Cytochrome P450 Oxidoreductase	NADPH--cytochrome P450 Reductase	ENSG00000127948	P16435	0.0464288	0.0878316	1	By_ingredient	0.544	防风
SMTT02679	PPARA	None	peroxisome proliferator activated receptor alpha	Peroxisome Proliferator-activated Receptor Alpha	ENSG00000186951	Q07869	0.00650271	0.0215933	1	By_ingredient	0.7398	防风
SMTT02680	PPARD	None	peroxisome proliferator activated receptor delta	Peroxisome Proliferator-activated Receptor Delta	ENSG00000112033	Q03181	0.0174771	0.0363435	1	By_ingredient	0.1676	防风
SMTT02681	PPARG	3	Peroxisome Proliferator Activated Receptor Gamma	Peroxisome Proliferator-activated Receptor Gamma	ENSG00000132170	P37231	6.96092e-10	1.7257e-07	0.000287847	By_ingredient	7.2995	防风
SMTT02688	PPOX	1	Protoporphyrinogen Oxidase	None	ENSG00000143224	None	0.0181134	0.0588509	1	By_ingredient	0.1651	防风
SMTT02706	PRDX5	None	peroxiredoxin 5	Peroxiredoxin-5, Mitochondrial	ENSG00000126432	P30044	0.00877685	0.0251287	1	By_ingredient	0.1814	防风
SMTT02713	PRKACA	19	Protein Kinase CAMP-activated Catalytic Subunit Alpha	CAMP-dependent Protein Kinase Catalytic Subunit Alpha	ENSG00000072062	P17612	0.00697895	0.0414389	1	By_ingredient	0.5293	防风
SMTT02714	PRKACG	9	Protein Kinase CAMP-activated Catalytic Subunit Gamma	None	ENSG00000165059	None	0.00284488	0.0285738	1	By_ingredient	0.5195	防风
SMTT02717	PRKCA	None	protein kinase C alpha	Protein Kinase C Alpha Type	ENSG00000154229	P17252	0.0382073	0.0798203	1	By_ingredient	0.3383	防风
SMTT02719	PRKCD	3	Protein Kinase C Delta	Protein Kinase C Delta Type	ENSG00000163932	Q05655	0.0598527	0.0829567	1	By_ingredient	0.1812	防风
SMTT02725	PRKG1	10	Protein Kinase, CGMP-dependent, Type I	None	ENSG00000185532	None	0.00353483	0.0315771	1	By_ingredient	0.543	防风
SMTT02731	PRODH	22	Proline Dehydrogenase 1	Proline Dehydrogenase 1, Mitochondrial	ENSG00000100033	O43272	0.00877685	0.0251287	1	By_ingredient	0.1668	防风
SMTT02747	PRSS1	7	Serine Protease 1	Trypsin-1	ENSG00000204983	P07477	9.2397e-20	1.13714e-16	3.82079e-14	By_ingredient	15.7002	防风
SMTT02769	PTEN	10	Phosphatase And Tensin Homolog	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase And Dual-specificity Protein Phosphatase PTEN	ENSG00000171862	P60484	0.0681071	0.0917392	1	By_ingredient	0.1572	防风
SMTT02772	PTGER3	None	prostaglandin E receptor 3	Prostaglandin E2 Receptor EP3 Subtype	ENSG00000050628	P43115	3.60228e-05	0.000713381	1	By_ingredient	0.7079	防风
SMTT02776	PTGS1	None	prostaglandin-endoperoxide synthase 1	Prostaglandin G/H Synthase 1	ENSG00000095303	P23219	3.31729e-14	1.53624e-11	2.93422e-09	By_ingredient	9.4952	防风
SMTT02777	PTGS2	None	prostaglandin-endoperoxide synthase 2	Prostaglandin G/H Synthase 2	ENSG00000073756	P35354	1.69893e-21	2.42332e-18	1.50246e-16	By_ingredient	15.3975	防风
SMTT02803	PYGL	14	Glycogen Phosphorylase L	Glycogen Phosphorylase, Liver Form	ENSG00000100504	P06737	0.0681071	0.0917392	1	By_ingredient	0.1688	防风
SMTT02824	RAF1	3	Raf-1 Proto-oncogene, Serine/threonine Kinase	RAF Proto-oncogene Serine/threonine-protein Kinase	ENSG00000132155	P04049	0.0598527	0.0829567	1	By_ingredient	0.1679	防风
SMTT02842	RB1	13	RB Transcriptional Corepressor 1	Retinoblastoma-associated Protein	ENSG00000139687	P06400	0.0249143	0.0669177	1	By_ingredient	0.3636	防风
SMTT02856	RDH11	14	Retinol Dehydrogenase 11	Retinol Dehydrogenase 11	ENSG00000072042	Q8TC12	0.0114568	0.0500184	1	By_ingredient	0.3983	防风
SMTT02857	RDH12	14	Retinol Dehydrogenase 12	Retinol Dehydrogenase 12	ENSG00000139988	Q96NR8	0.0140589	0.0535846	1	By_ingredient	0.4249	防风
SMTT02864	REG1A	None	regenerating family member 1 alpha	Lithostathine-1-alpha	ENSG00000115386	P05451	0.00877685	0.0251287	1	By_ingredient	0.2277	防风
SMTT02865	RELA	None	RELA proto-oncogene, NF-kB subunit	Transcription Factor P65	ENSG00000173039	Q04206	0.0181323	0.0370966	1	By_ingredient	0.6934	防风
SMTT02867	REN	1	Renin	Renin	ENSG00000143839	P00797	0.0261015	0.0464126	1	By_ingredient	0.185	防风
SMTT02886	RHO	3	Rhodopsin	Rhodopsin	ENSG00000163914	P08100	0.00951562	0.046669	1	By_ingredient	0.5535	防风
SMTT02969	RXRA	None	retinoid X receptor alpha	Retinoic Acid Receptor RXR-alpha	ENSG00000186350	P19793	3.01234e-11	8.18535e-09	2.66024e-06	By_ingredient	5.3344	防风
SMTT03005	SCN5A	3	Sodium Voltage-gated Channel Alpha Subunit 5	Sodium Channel Protein Type 5 Subunit Alpha	ENSG00000183873	Q14524	0.00134116	0.00893499	1	By_ingredient	3.8592	防风
SMTT03016	SDHA	5	Succinate Dehydrogenase Complex Flavoprotein Subunit A	Succinate Dehydrogenase [ubiquinone] Flavoprotein Subunit, Mitochondrial	ENSG00000073578	P31040	0.0154465	0.0559149	1	By_ingredient	0.4353	防风
SMTT03030	SELP	None	selectin P	P-selectin	ENSG00000174175	P16109	0.100411	0.125405	1	By_ingredient	0.1945	防风
SMTT03048	SERPINE1	7	Serpin Family E Member 1	Plasminogen Activator Inhibitor 1	ENSG00000106366	P05121	0.0844006	0.108747	1	By_ingredient	0.1657	防风
SMTT03085	SI	3	Sucrase-isomaltase	Sucrase-isomaltase, Intestinal	ENSG00000090402	P14410	0.0114568	0.0500184	1	By_ingredient	0.3379	防风
SMTT03127	SLC22A5	5	Solute Carrier Family 22 Member 5	Solute Carrier Family 22 Member 5	ENSG00000197375	O76082	0.00877685	0.0251287	1	By_ingredient	0.1615	防风
SMTT03135	SLC25A15	13	Solute Carrier Family 25 Member 15	Mitochondrial Ornithine Transporter 1	ENSG00000102743	Q9Y619	0.0270471	0.0691978	1	By_ingredient	0.1901	防风
SMTT03155	SLC2A2	3	Solute Carrier Family 2 Member 2	Solute Carrier Family 2, Facilitated Glucose Transporter Member 2	ENSG00000163581	P11168	0.00877685	0.0251287	1	By_ingredient	0.1589	防风
SMTT03193	SLC6A2	16	Solute Carrier Family 6 Member 2	Sodium-dependent Noradrenaline Transporter	ENSG00000103546	P23975	6.66235e-16	4.05938e-13	5.88611e-11	By_ingredient	5.7233	防风
SMTT03195	SLC6A3	5	Solute Carrier Family 6 Member 3	Sodium-dependent Dopamine Transporter	ENSG00000142319	Q01959	0.0921786	0.116815	1	By_ingredient	1.4696	防风
SMTT03196	SLC6A4	None	solute carrier family 6 member 4	Sodium-dependent Serotonin Transporter	ENSG00000108576	P31645	0.00559982	0.020023	1	By_ingredient	1.7864	防风
SMTT03253	SOAT1	None	sterol O-acyltransferase 1	Sterol O-acyltransferase 1	ENSG00000057252	P35610	0.0261015	0.0464126	1	By_ingredient	0.1737	防风
SMTT03256	SOD1	21	Superoxide Dismutase 1	Superoxide Dismutase [Cu-Zn]	ENSG00000142168	P00441	0.0310976	0.0728685	1	By_ingredient	0.4954	防风
SMTT03288	SPR	2	Sepiapterin Reductase	Sepiapterin Reductase	ENSG00000116096	P35270	0.0446726	0.0862047	1	By_ingredient	0.1876	防风
SMTT03304	SREBF1	None	sterol regulatory element binding transcription factor 1	Sterol Regulatory Element-binding Protein 1	ENSG00000072310	P36956	0.0490044	0.0899525	1	By_ingredient	0.3459	防风
SMTT03319	STAT3	17	Signal Transducer And Activator Of Transcription 3	Signal Transducer And Activator Of Transcription 3	ENSG00000168610	P40763	0.0310976	0.0728685	1	By_ingredient	0.5704	防风
